test,test_name,scale,domain,subdomain,narrow,pass,verbal,timed,score_type,test_type,description
wisc5,WISC-5,Block Design,Visual Perception/Construction,Construction,Block Construction,Simultaneous,Nonverbal,Timed,scaled_score,npsych_test,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model
wisc5,WISC-5,Cancellation,Attention/Executive,Processing Speed,Attentional Fluency,Attention,Nonverbal,Timed,scaled_score,npsych_test,Selective attention and attentional fluency on a cancellation task
wisc5,WISC-5,Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,scaled_score,npsych_test,"Efficiency of psychomotor speed, visual scanning ability, and visual-motor coordination"
wisc5,WISC-5,Cognitive Proficiency (CPI),General Cognitive Ability,Executive Functioning,Cognitive Efficiency,NA,NA,Timed,scaled_score,npsych_test,"index of cognitive processing proficiency that reduces crystallzied knowledge, verbal reaoning, and fluid reasoning demands"
wisc5,WISC-5,Digit Span,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,scaled_score,npsych_test,"Registering, maintaining, and manipulating auditory information"
wisc5,WISC-5,Figure Weights,Visual Perception/Construction,Reasoning,Quantitative Reasoning,Simultaneous,Nonverbal,Timed,scaled_score,npsych_test,General sequential (deductive) reasoning and quantitative reasoning
wisc5,WISC-5,Fluid Reasoning (FRI),General Cognitive Ability,Fluid Reasoning,Fluid Reasoning,Simultaneous,Nonverbal,NA,standard_score,npsych_test,"Fluid Reasoning (i.e., the ability to use reasoning to identify and apply solutions to problems)"
wisc5,WISC-5,Full Scale IQ (FSIQ),General Cognitive Ability,General Intelligence,General Intelligence,NA,NA,NA,standard_score,npsych_test,General intellectual ability
wisc5,WISC-5,General Ability (GAI),General Cognitive Ability,General Intelligence,General Intelligence,NA,NA,Untimed,scaled_score,npsych_test,a subset of intellectual functioning with reduced influences of working memory and processing speed
wisc5,WISC-5,Information,Verbal/Language,Knowledge,World Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,General world knowledge and ability to recall and understand information
wisc5,WISC-5,Letter-Number Sequencing,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,scaled_score,npsych_test,Maintenance and resequencing of progressively lengthier number and letter strings in working memory
wisc5,WISC-5,Matrix Reasoning,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Inductive reasoning and nonverbal problem-solving
wisc5,WISC-5,Matrix Reasoning,Visual Perception/Construction,Reasoning,Fluid Reasoning,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Inductive reasoning and nonverbal problem-solving
wisc5,WISC-5,Picture Span,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,scaled_score,npsych_test,Maintenance and resequencing of progressively lengthier sets of pictures in spatial working memory
wisc5,WISC-5,Picture Span,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Verbal,Untimed,scaled_score,npsych_test,Maintenance and resequencing of progressively lengthier sets of pictures in spatial working memory
wisc5,WISC-5,Processing Speed (PSI),General Cognitive Ability,Processing Speed,Processing Speed,Sequential,Nonverbal,Timed,standard_score,npsych_test,Ability to quickly use reasoning to identify and apply solutions to problems
wisc5,WISC-5,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal inductive reasoning
wisc5,WISC-5,Symbol Search,Attention/Executive,Processing Speed,Perceptual Speed,Planning,Nonverbal,Timed,scaled_score,npsych_test,Visual-perceptual decision-making speed
wisc5,WISC-5,Verbal Comprehension (VCI),General Cognitive Ability,Crystallized Knowledge,Crystallized Knowledge,Sequential,Verbal,Untimed,standard_score,npsych_test,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wisc5,WISC-5,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal concept formation and word knowledge
wisc5,WISC-5,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,Word/lexical knowledge
wisc5,WISC-5,Working Memory (WMI),General Cognitive Ability,Working Memory,Working Memory,Sequential,NA,Untimed,standard_score,npsych_test,"Working memory (i.e., the ability to consciously register maintain and manipulate auditory and visual information)"
wms4,WMS-IV,Symbol Span,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,scaled_score,npsych_test,Nonverbal working memory
word_choice,ACS Word Choice,Word Choice,Performance Validity,Cognitive Effort,Forced-Choice Recognition Memory,NA,NA,NA,raw_score,npsych_test,effort test (word choice)
wppsi4,WPPSI-IV,Animal Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,scaled_score,npsych_test,Visual motor processing speed
wppsi4,WPPSI-IV,Block Design,Visual Perception/Construction,Construction,Visuoconstruction,Simultaneous,Nonverbal,Timed,scaled_score,npsych_test,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model
wppsi4,WPPSI-IV,Bug Search,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,scaled_score,npsych_test,"Processing speed, attention, and concentration"
wppsi4,WPPSI-IV,Cancellation,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,scaled_score,npsych_test,"Rate of test taking, perceptual speed, visual discrimination, and visual attention scanning"
wppsi4,WPPSI-IV,Cancellation Random,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,scaled_score,npsych_test,"Rate of test taking, perceptual speed, visual discrimination, and visual attention scanning (random)"
wppsi4,WPPSI-IV,Cancellation Structured,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,scaled_score,npsych_test,"Rate of test taking, perceptual speed, visual discrimination, and visual attention scanning (structured)"
wppsi4,WPPSI-IV,Cognitive Proficiency (CPI),General Cognitive Ability,Attentional Fluency,Attentional Fluency,NA,Nonverbal,Timed,standard_score,npsych_test,Index of cognitive processing proficiency that reduces crystallized knowledge verbal reasoning and fluid reasoning demands
wppsi4,WPPSI-IV,Comprehension,Verbal/Language,Knowledge,Acquired Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,Practical knowledge and judgment of general principles and social situations
wppsi4,WPPSI-IV,Fluid Reasoning (FRI),General Cognitive Ability,Fluid Reasoning,Fluid Reasoning,NA,Nonverbal,NA,standard_score,npsych_test,Ability to use reasoning to identify and apply solutions to problems
wppsi4,WPPSI-IV,Full Scale IQ (FSIQ),General Cognitive Ability,General Intelligence,General Intelligence,NA,NA,NA,standard_score,npsych_test,General intellectual ability
wppsi4,WPPSI-IV,General Ability (GAI),General Cognitive Ability,General Intelligence,General Intelligence,NA,NA,NA,standard_score,npsych_test,A subset of intellectual functioning with reduced influences of working memory and processing speed
wppsi4,WPPSI-IV,Information,Verbal/Language,Knowledge,World Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,General world knowledge and ability to recall and understand information
wppsi4,WPPSI-IV,Matrix Reasoning,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Inductive reasoning and nonverbal problem-solving
wppsi4,WPPSI-IV,Nonverbal (NVI),General Cognitive Ability,Fluid Reasoning,Fluid Reasoning,NA,Nonverbal,NA,standard_score,npsych_test,General intellectual functioning that minimizes expressive language demands
wppsi4,WPPSI-IV,Object Assembly,Visual Perception/Construction,Construction,Visuoconstruction,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Analyze and synthesize abstract visual stimuli using familiar puzzles
wppsi4,WPPSI-IV,Picture Concepts,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Fluid and inductive reasoning and conceptual thinking
wppsi4,WPPSI-IV,Picture Memory,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,scaled_score,npsych_test,Ability to remember and recall visual information
wppsi4,WPPSI-IV,Picture Naming,Verbal/Language,Retrieval,Word Retrieval,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Ability to name objects and actions
wppsi4,WPPSI-IV,Processing Speed (PSI),General Cognitive Ability,Processing Speed,Processing Speed,NA,Nonverbal,Timed,standard_score,npsych_test,Ability to quickly use reasoning to identify and apply solutions to problems
wppsi4,WPPSI-IV,Receptive Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Simultaneous,Verbal,Untimed,scaled_score,npsych_test,"Receptive language ability, vocabulary development, and ability to understand and use words"
wppsi4,WPPSI-IV,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal concept formation and abstract reasoning
wppsi4,WPPSI-IV,Verbal Comprehension (VCI),General Cognitive Ability,Crystallized Knowledge,Crystallized Knowledge,NA,Verbal,Untimed,standard_score,npsych_test,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wppsi4,WPPSI-IV,Visual Spatial (VSI),General Cognitive Ability,Fluid Reasoning,Fluid Reasoning,NA,Nonverbal,NA,standard_score,npsych_test,Ability to evaluate visual details understand spatial relations among objects and construct geometric design using models
wppsi4,WPPSI-IV,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal concept formation and word knowledge
wppsi4,WPPSI-IV,Vocabulary Acquisition (VAI),General Cognitive Ability,Crystallized Knowledge,Crystallized Knowledge,NA,Verbal,Untimed,standard_score,npsych_test,Vocabulary acquisition and development
wppsi4,WPPSI-IV,Working Memory (WMI),General Cognitive Ability,Working Memory,Working Memory,NA,Nonverbal,Untimed,standard_score,npsych_test,"Working memory (i.e., the ability to consciously register maintain and manipulate auditory and visual information)"
wppsi4,WPPSI-IV,Zoo Locations,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,scaled_score,npsych_test,Ability to understand and use spatial concepts temporarily stored in working memory
wrat5,WRAT5,Word Reading,General Cognitive Ability,Premorbid Ability,Word Reading,Knowledge,Verbal,Untimed,standard_score,npsych_test,An estimate of premorbid verbal ability level
